RF,BF,VM,ST,target
0.009,0.0157,0.018,-0.1208,abnormal
0.0105,0.0292,0.021,-0.0465,abnormal
0.0067,0.0315,0.0157,-0.0046,abnormal
0.0037,0.033,0.0052,0.0075,abnormal
0.0075,0.0382,-0.0091,-0.0113,abnormal
0.0045,0.03,-0.0105,-0.039,abnormal
-0.0008,0.009,-0.0165,-0.021,abnormal
-0.0046,-0.0128,-0.0233,-0.0405,abnormal
-0.0053,-0.0278,-0.0181,-0.0623,abnormal
-0.0068,-0.0383,-0.0135,-0.0518,abnormal
-0.0091,-0.042,-0.006,-0.0128,abnormal
-0.0098,-0.0375,-0.0068,0.0495,abnormal
-0.012,-0.0233,-0.0105,0.0877,abnormal
-0.0135,-0.0015,-0.0098,0.0892,abnormal
-0.0128,-0.0008,-0.021,0.0427,abnormal
-0.015,0.0037,-0.0368,-0.0615,abnormal
-0.0158,0.0165,-0.0405,-0.1155,abnormal
-0.0143,0.0165,-0.045,-0.0721,abnormal
-0.0165,0.0187,-0.0428,-0.057,abnormal
-0.0158,0.0142,-0.0353,-0.0181,abnormal
-0.012,0.0195,-0.0315,0.012,abnormal
-0.0105,0.024,-0.024,0.0007,abnormal
-0.0105,0.0247,-0.0188,0.0232,abnormal
-0.0113,0.027,-0.0143,0.03,abnormal
-0.0083,0.0195,-0.0128,0.0502,abnormal
-0.0053,0.0112,-0.0143,0.069,abnormal
-0.006,-0.0068,-0.0203,0.0682,abnormal
-0.012,-0.0218,-0.0436,0.048,abnormal
-0.0195,-0.033,-0.0728,-0.0218,abnormal
-0.0248,-0.0383,-0.0593,-0.0593,abnormal
-0.0256,-0.0293,-0.0143,-0.0383,abnormal
-0.0278,-0.021,0.0195,-0.0188,abnormal
-0.0308,-0.0181,0.0457,0.015,abnormal
-0.0368,-0.0263,0.0382,-0.0068,abnormal
-0.0465,-0.03,0.0337,-0.0405,abnormal
-0.0593,-0.0188,0.0457,-0.0181,abnormal
-0.0495,0.006,0.054,0.0112,abnormal
-0.0158,0.0277,0.0637,0.09,abnormal
-0.0023,0.0337,0.0307,0.114,abnormal
0.0195,0.039,0.024,0.1267,abnormal
0.0405,0.0255,0.042,0.135,abnormal
0.0307,0.0247,0.0285,0.0907,abnormal
0.0262,0.0345,0.0262,0.0705,abnormal
0.0217,0.024,0.0195,0.03,abnormal
0.0135,0.009,0.018,0.0345,abnormal
0.0037,-0.0195,0.0202,-0.042,abnormal
-0.0053,-0.0308,0.0172,-0.1441,abnormal
-0.0075,-0.0188,0.024,-0.1065,abnormal
-0.0083,0.0067,0.027,-0.0488,abnormal
-0.0053,0.0307,0.0262,0.0825,abnormal
-0.0023,0.0405,0.0217,0.12,abnormal
0.0015,0.0502,0.0112,0.0637,abnormal
0.0015,0.0217,-0.0015,0.0532,abnormal
-0.0046,-0.0256,-0.0038,0.0217,abnormal
-0.0098,-0.0503,-0.0038,0.063,abnormal
-0.0128,-0.075,-0.012,0.0532,abnormal
-0.0128,-0.0878,-0.0248,-0.0533,abnormal
-0.0105,-0.0653,-0.0428,-0.2063,abnormal
-0.0053,-0.024,-0.0645,-0.1838,abnormal
0.0007,-0.0038,-0.084,-0.0518,abnormal
0.006,0.0135,-0.105,-0.0803,abnormal
0.0082,0.039,-0.114,0.0067,abnormal
0.0097,0.0465,-0.1125,0.0532,abnormal
0.0097,0.0555,-0.1388,0.0015,abnormal
0.0082,0.0457,-0.1215,0.0105,abnormal
0.0067,0.0345,-0.06,-0.0675,abnormal
0.0052,0.0367,-0.0218,-0.06,abnormal
0.0045,0.0307,0.0277,0.0337,abnormal
0.003,0.0382,0.0667,0.0292,abnormal
-0.003,0.033,0.0742,-0.0113,abnormal
-0.0015,0.0315,0.0742,-0.0293,abnormal
0.0015,0.0427,0.0525,0.0345,abnormal
0.009,0.0442,0.0495,0.09,abnormal
0.0142,0.0412,0.0442,0.078,abnormal
0.0195,0.0345,0.0157,0.0937,abnormal
0.0225,0.0232,0.006,0.0615,abnormal
0.021,0.0022,0.0045,0.0262,abnormal
0.018,-0.0308,0.003,0.0772,abnormal
0.0135,-0.0788,0.009,0.1095,abnormal
0.0172,-0.108,0.0052,0.0502,abnormal
0.0202,-0.1065,0.009,-0.0623,abnormal
0.0255,-0.0856,0.0367,-0.1193,abnormal
0.027,-0.0555,0.0367,-0.0706,abnormal
0.0195,-0.0458,0.018,-0.0915,abnormal
0.018,-0.0143,0.0067,-0.1426,abnormal
0.0165,0.0067,-0.0128,-0.1163,abnormal
0.0187,0.0127,-0.021,-0.0833,abnormal
0.012,0.0232,-0.0218,-0.0638,abnormal
0.0045,0.024,-0.0263,-0.0593,abnormal
-0.0053,0.0232,-0.0368,-0.0225,abnormal
-0.0173,0.0105,-0.0346,0.009,abnormal
-0.0218,0.0127,-0.0353,-0.0181,abnormal
-0.0248,0.033,-0.063,-0.0548,abnormal
-0.027,0.0622,-0.0585,0.036,abnormal
-0.024,0.0892,-0.0143,0.0532,abnormal
-0.0158,0.1005,0.0135,0.0015,abnormal
-0.0113,0.0712,0.0195,0.0562,abnormal
-0.0128,0.0465,0.0247,0.0937,abnormal
-0.0203,0.0502,0.0165,0.1575,abnormal
-0.0308,0.0187,0.012,0.1852,abnormal
-0.0323,-0.0503,0.0172,0.0637,abnormal
-0.0233,-0.0998,0.0195,-0.0578,abnormal
-0.0195,-0.1065,0.0367,-0.0548,abnormal
-0.024,-0.1185,0.06,-0.081,abnormal
-0.0285,-0.09,0.054,-0.0413,abnormal
-0.0256,-0.0608,0.0217,0.1117,abnormal
-0.0293,-0.0653,0.03,0.102,abnormal
-0.0525,-0.054,0.0525,-0.03,abnormal
-0.0743,-0.0458,0.0667,-0.2011,abnormal
-0.0945,0.0007,0.0967,-0.1741,abnormal
-0.1103,0.0435,0.075,-0.0308,abnormal
-0.1035,0.0322,0.0442,-0.0315,abnormal
-0.0653,0.0075,0.0892,0.0817,abnormal
-0.0143,0.009,0.1395,0.096,abnormal
0.0255,0.0345,0.0652,0.0517,abnormal
0.0652,0.0337,0.006,0.0735,abnormal
0.0907,0.0232,-0.0046,-0.0488,abnormal
0.0967,0.054,-0.0203,-0.0608,abnormal
0.093,0.0862,0.0277,0.0067,abnormal
0.0862,0.0892,0.0465,0.0292,abnormal
0.078,0.0825,0.063,0.042,abnormal
0.0652,0.0675,0.0705,0.072,abnormal
0.048,0.054,0.0615,0.0675,abnormal
0.03,0.0337,0.0405,0.0637,abnormal
0.0202,0.0195,0.0142,0.1087,abnormal
0.0142,-0.015,0.0127,0.084,abnormal
0.0067,-0.0675,-0.0233,0.0255,abnormal
-0.0068,-0.0743,-0.042,-0.0436,abnormal
-0.012,-0.075,-0.0518,-0.0615,abnormal
-0.0143,-0.09,-0.057,-0.1073,abnormal
-0.0158,-0.0773,-0.048,-0.1275,abnormal
-0.0075,-0.03,-0.0578,-0.0713,abnormal
-0.0068,-0.0015,-0.0615,-0.0278,abnormal
-0.0068,0.0015,-0.057,0.0195,abnormal
0.0007,0.0315,-0.048,-0.0046,abnormal
0.0075,0.03,-0.0465,-0.0008,abnormal
0.0105,0.0195,-0.0383,0.006,abnormal
0.0165,0.0202,-0.024,0.0225,abnormal
0.0247,0,-0.0158,0.0472,abnormal
0.0292,-0.0135,-0.0068,0.0202,abnormal
0.027,-0.0135,-0.0083,0.0082,abnormal
0.0142,0.0015,-0.0173,-0.0638,abnormal
-0.0008,0.0135,-0.0293,-0.0361,abnormal
-0.0083,0.018,-0.042,0.0457,abnormal
-0.012,0.0202,-0.057,0.0105,abnormal
-0.0165,0.0165,-0.0713,0.0232,abnormal
-0.0203,-0.0046,-0.078,0.003,abnormal
-0.0165,-0.0488,-0.0765,-0.1013,abnormal
-0.0128,-0.0615,-0.0713,-0.0938,abnormal
-0.0113,-0.033,-0.0518,0.0442,abnormal
-0.0105,-0.0473,-0.0293,0.0765,abnormal
-0.0068,-0.0375,-0.0323,-0.0285,abnormal
0.003,-0.0053,-0.0375,-0.033,abnormal
0.0142,-0.0038,-0.0428,0.033,abnormal
0.018,0.0232,-0.0458,0.063,abnormal
0.0142,0.0187,-0.0263,0.075,abnormal
0.0082,0.0097,-0.012,0.0502,abnormal
-0.0046,-0.0053,-0.0368,-0.006,abnormal
-0.0135,-0.0098,-0.0533,-0.0563,abnormal
-0.0181,0.0135,-0.0413,-0.0578,abnormal
-0.0218,0.0232,-0.0248,-0.0218,abnormal
-0.0263,0.027,-0.0128,-0.0128,abnormal
-0.0293,0.0105,-0.0218,-0.0308,abnormal
-0.024,0.0232,-0.024,-0.0495,abnormal
-0.0188,0.0307,-0.0135,-0.0368,abnormal
-0.0165,0.024,-0.0015,-0.006,abnormal
-0.0158,0.0127,0.012,-0.0083,abnormal
-0.0158,0.0067,0.03,-0.0143,abnormal
-0.0158,0.0202,0.0562,0.003,abnormal
-0.0181,0.0105,0.0375,0.0135,abnormal
-0.0158,-0.0015,-0.0008,0.018,abnormal
-0.0098,-0.0105,-0.0143,0.0637,abnormal
-0.0083,-0.0091,-0.0165,0.102,abnormal
-0.0015,0.0105,-0.0173,0.0697,abnormal
0.0127,0.0397,-0.0195,0.0247,abnormal
0.0277,0.0352,0.0067,0.003,abnormal
0.0382,-0.0046,0.039,0.0075,abnormal
0.0352,-0.033,0.0585,0.0562,abnormal
0.027,-0.0503,0.0712,0.0472,abnormal
0.027,-0.0593,0.084,-0.0653,abnormal
0.0367,-0.048,0.0892,-0.1613,abnormal
0.0427,0.0015,0.0862,-0.18,abnormal
0.0382,0.042,0.069,-0.099,abnormal
0.0307,0.0555,0.039,0.0247,abnormal
0.027,0.0375,0.024,0.027,abnormal
0.0225,0.0165,0.0157,0.0165,abnormal
0.015,0.0045,0.009,0.0382,abnormal
0.0052,-0.0083,0.0045,0.0172,abnormal
0,0.0045,0.0052,0.0262,abnormal
0.0037,0.0022,0.0172,0.0232,abnormal
0.0105,-0.0046,0.0157,0.015,abnormal
0.0172,-0.0083,0.0202,0.0105,abnormal
0.0202,-0.0068,0.027,0.0045,abnormal
0.0187,-0.0038,0.0165,0.0105,abnormal
0.018,-0.0008,0.003,0.0067,abnormal
0.0105,0.0007,0.0052,0.009,abnormal
-0.0046,-0.0053,0.015,0.0052,abnormal
-0.0263,-0.0068,0.0217,0.0045,abnormal
-0.0398,-0.0091,0.0277,0.012,abnormal
-0.033,-0.003,0.0352,0.0202,abnormal
-0.0165,0.0082,0.0442,0.0232,abnormal
-0.0015,0.012,0.042,0.0202,abnormal
0.0045,0.0142,0.0412,0.024,abnormal
0.0097,0.0172,0.0367,0.0382,abnormal
0.015,0.0127,0.024,0.054,abnormal
0.0082,0,0.018,0.0502,abnormal
-0.0053,-0.0068,0.0157,0.0532,abnormal
-0.015,-0.0173,0.0315,0.0255,abnormal
-0.0225,-0.0248,0.0397,-0.0518,abnormal
-0.0218,-0.0158,0.0307,-0.0765,abnormal
-0.0203,-0.0046,0.0217,-0.081,abnormal
-0.0195,-0.0008,0.0112,-0.0436,abnormal
-0.0173,0.0015,-0.003,0.021,abnormal
-0.0165,-0.0046,-0.012,-0.0083,abnormal
-0.0195,-0.0075,-0.0128,-0.0015,abnormal
-0.0256,0.003,-0.0046,-0.0083,abnormal
-0.0315,0.0142,0.018,-0.0548,abnormal
-0.0293,0.009,0.0315,-0.042,abnormal
-0.0203,-0.003,0.0307,-0.0323,abnormal
-0.0135,-0.0143,0.027,-0.0248,abnormal
-0.0091,-0.0128,0.0142,-0.0053,abnormal
-0.0053,0.0082,0.0037,0.0157,abnormal
-0.0083,0.0165,0,0.0007,abnormal
-0.0068,0.0232,-0.0038,0.003,abnormal
-0.0046,0.0217,-0.0083,0.0697,abnormal
-0.0023,0.0045,-0.0098,0.084,abnormal
0.0015,-0.0128,-0.0135,-0.0008,abnormal
0.003,-0.012,-0.0135,-0.0585,abnormal
0.0045,0.0052,-0.0098,-0.075,abnormal
0.0045,0.0195,-0.0165,-0.0788,abnormal
0.0052,0.0217,-0.0218,-0.0165,abnormal
0.003,-0.0053,-0.0256,0.0172,abnormal
0.003,-0.0083,-0.0375,0.0465,abnormal
0.0067,0.0127,-0.0465,0.1065,abnormal
0.006,0.0135,-0.0503,0.1027,abnormal
0.006,-0.0008,-0.0555,0.0082,abnormal
0.009,0.009,-0.0518,-0.0968,abnormal
0.0135,0.0375,-0.042,-0.0113,abnormal
0.0165,0.0082,-0.039,0.078,abnormal
0.0202,-0.0256,-0.039,-0.0128,abnormal
0.0217,-0.0105,-0.0338,0.018,abnormal
0.024,-0.0068,-0.033,0.0607,abnormal
0.0202,-0.0113,-0.0315,-0.0856,abnormal
0.0157,-0.0165,-0.03,-0.1028,abnormal
0.0172,-0.0218,-0.033,-0.0128,abnormal
0.0127,-0.0083,-0.0398,0.0157,abnormal
0.0127,-0.0038,-0.0443,0.0465,abnormal
0.0142,-0.0128,-0.048,0.0555,abnormal
0.0142,-0.0128,-0.0495,0.0457,abnormal
0.0142,0.0067,-0.0511,0.0255,abnormal
0.0157,0.0285,-0.0615,0.03,abnormal
0.015,0.033,-0.0638,0.0667,abnormal
0.0142,0.018,-0.0518,0.0825,abnormal
0.0142,-0.0195,-0.0436,0.0892,abnormal
0.012,-0.0691,-0.0278,0.0292,abnormal
0.009,-0.0833,-0.012,-0.1778,abnormal
0.009,-0.0465,0.003,-0.2498,abnormal
0.0075,-0.0053,0.0105,-0.1275,abnormal
0.0067,0.0255,0.0007,-0.0128,abnormal
0.0105,0.042,-0.0015,0.036,abnormal
0.0082,0.0502,0.0045,-0.0195,abnormal
0.0052,0.0352,0.0067,-0.0091,abnormal
0.0052,0.0157,0.009,-0.0015,abnormal
0.0052,0.0075,0.012,-0.0008,abnormal
0.0097,-0.0091,0.0105,0.0255,abnormal
0.012,-0.0046,0.0082,0.003,abnormal
0.015,-0.0053,0.0045,0.024,abnormal
0.0142,-0.0128,0.0022,0.018,abnormal
0.0127,-0.0053,0.0045,0.0307,abnormal
0.015,-0.003,0.0075,0.0495,abnormal
0.0157,-0.0023,0.0127,0.006,abnormal
0.0127,0.006,0.0172,-0.0165,abnormal
0.0075,0.0142,0.018,0.0015,abnormal
0.0067,0.0082,0.015,0.0127,abnormal
0.0022,0.0052,0.0127,0.0187,abnormal
-0.0158,0.0022,0.0157,0.0367,abnormal
-0.0218,0.0045,0.0127,0.0187,abnormal
-0.006,0.0105,0.0097,0.0225,abnormal
-0.0053,0.0105,0.0052,0.0255,abnormal
-0.0075,0.0142,0.0007,0.0165,abnormal
-0.0053,0.0105,0.0045,0.0142,abnormal
-0.0068,0.0007,0.0067,-0.0143,abnormal
-0.0046,-0.0083,0.0067,-0.0165,abnormal
-0.0053,-0.0143,0.0097,-0.0053,abnormal
-0.0008,-0.0181,0.0067,-0.0008,abnormal
-0.0008,-0.0083,0.0045,0.0067,abnormal
0,-0.0008,0.0007,0.0105,abnormal
-0.0008,0.0052,-0.0023,-0.0023,abnormal
0.0015,0.0112,-0.0068,-0.0128,abnormal
0.0045,0.003,-0.0083,-0.003,abnormal
0.003,-0.0046,-0.0068,0.0187,abnormal
0.0015,-0.0173,-0.0068,0.054,abnormal
-0.0015,-0.0173,-0.003,0.0517,abnormal
-0.0015,0.0015,-0.0015,0.006,abnormal
-0.003,0.0187,-0.003,-0.0503,abnormal
-0.0038,0.0202,-0.0053,-0.0706,abnormal
-0.0038,0.0075,-0.0113,-0.0278,abnormal
-0.003,-0.0008,-0.0105,0.0255,abnormal
-0.0053,-0.0053,-0.0038,0.057,abnormal
-0.0068,-0.0015,-0.0046,0.0127,abnormal
-0.0053,0.0225,-0.0046,-0.0615,abnormal
-0.0038,0.0292,-0.0046,-0.0368,abnormal
-0.0015,0.0105,-0.0023,0.024,abnormal
-0.0008,-0.003,0.0052,0.0345,abnormal
0.0007,-0.0256,0.009,0.03,abnormal
0.0015,-0.048,0.018,0.0165,abnormal
-0.0008,-0.0518,0.027,-0.0383,abnormal
-0.0015,-0.0165,0.0367,-0.0945,abnormal
-0.003,0.0187,0.042,-0.063,abnormal
-0.0046,0.0255,0.0367,0.015,abnormal
-0.0068,0.0255,0.0277,0.0367,abnormal
-0.0068,0.0277,0.0187,0.0345,abnormal
-0.0068,0.0195,0.0127,0.033,abnormal
-0.0083,-0.0068,0.0165,-0.0008,abnormal
-0.012,-0.0165,0.0217,-0.075,abnormal
-0.0105,0.0082,0.018,-0.129,abnormal
-0.0053,0.0345,0.018,-0.0728,abnormal
-0.0053,0.0255,0.0202,0.0067,abnormal
-0.0038,0.0247,0.0135,0.0285,abnormal
-0.0046,0.0165,0.0105,0.036,abnormal
-0.003,0.0015,0.009,0.045,abnormal
0.0007,-0.0008,0.0082,0.0337,abnormal
0.0022,-0.0083,0.0127,0.0165,abnormal
0,-0.0158,0.0052,-0.012,abnormal
-0.0068,-0.0256,-0.003,-0.033,abnormal
-0.0105,-0.0173,-0.0038,0.003,abnormal
-0.0135,-0.003,-0.0046,0.0172,abnormal
-0.0158,0.0135,0.0022,0.0307,abnormal
-0.012,0.0187,0.009,0.0705,abnormal
-0.0098,0.009,0.0127,0.0495,abnormal
-0.0091,-0.0068,0.0157,-0.0143,abnormal
-0.0083,-0.0233,0.0187,-0.0181,abnormal
-0.0053,-0.024,0.021,0.0015,abnormal
-0.0046,-0.0181,0.0202,-0.0428,abnormal
-0.006,-0.0053,0.0255,-0.0668,abnormal
-0.003,0.003,0.0217,-0.0046,abnormal
-0.0015,0.0045,0.0105,0.0105,abnormal
-0.003,-0.003,0,-0.0368,abnormal
-0.003,0.0015,-0.012,-0.0285,abnormal
-0.0091,0.015,-0.012,-0.024,abnormal
-0.0128,0.0157,-0.0143,0.0067,abnormal
-0.0143,0.0127,-0.0143,0.0262,abnormal
-0.0158,0.009,-0.0143,0.0157,abnormal
-0.0128,0.0082,-0.0181,0.0292,abnormal
-0.0143,-0.0053,-0.0218,0.0127,abnormal
-0.0165,-0.0091,-0.0195,0.0195,abnormal
-0.015,-0.0023,-0.0091,0.0195,abnormal
-0.0105,-0.0038,-0.0023,0.0142,abnormal
-0.0046,-0.003,-0.006,0.0165,abnormal
0.0007,-0.003,-0.0173,0.0105,abnormal
0.0015,-0.0083,-0.0173,0.0082,abnormal
0.0007,-0.0128,-0.0113,0.0007,abnormal
0.0007,-0.0083,-0.0023,0.0067,abnormal
0.0045,0.0045,-0.0023,0.009,abnormal
0.006,0.0142,-0.0038,0.009,abnormal
0.0045,0.012,0.0052,0.0082,abnormal
0.0022,0.0037,0.0165,0.006,abnormal
0,0.0067,0.0135,0.0112,abnormal
-0.0008,0.009,0.006,0.0097,abnormal
-0.0008,0.0007,0.006,0.0097,abnormal
0.0007,0.0007,0.0052,0.0082,abnormal
-0.0046,0.0172,0.0202,0.0082,abnormal
-0.006,0.0232,0.0307,-0.0046,abnormal
-0.0038,0.0277,0.0165,-0.0038,abnormal
-0.003,0.0352,0.0127,0.03,abnormal
-0.0046,0.0067,0.012,0.0435,abnormal
-0.0046,-0.0165,0.0067,0.0105,abnormal
-0.0053,-0.0285,0.006,-0.024,abnormal
-0.0075,-0.0593,0.0037,-0.0653,abnormal
-0.003,-0.0405,-0.006,-0.1448,abnormal
0.003,-0.0158,-0.0128,-0.1088,abnormal
0.0015,-0.0158,-0.0158,-0.027,abnormal
-0.0008,0.0037,-0.027,-0.0158,abnormal
-0.0015,0.0195,-0.0338,0.0195,abnormal
0.0007,0.0277,-0.0413,0.066,abnormal
0.003,0.0217,-0.0473,0.0675,abnormal
0.0037,0.027,-0.0473,0.0345,abnormal
0.0082,0.0105,-0.0458,0.0427,abnormal
0.009,-0.012,-0.033,0.0435,abnormal
0.0097,-0.0105,-0.024,0.0345,abnormal
0.009,-0.0203,-0.0233,0.0217,abnormal
0.0082,-0.0135,-0.0173,-0.0046,abnormal
0.0067,-0.0083,-0.0098,-0.0038,abnormal
0.0052,0.0067,-0.0046,-0.0068,abnormal
0.0045,0.0015,-0.0046,-0.0225,abnormal
0.003,-0.0128,-0.0053,-0.0503,abnormal
0.0075,-0.0091,-0.0046,-0.0375,abnormal
0.0082,-0.0128,-0.0091,-0.0046,abnormal
0.0082,-0.015,-0.0105,0.0082,abnormal
0.009,-0.0181,-0.0053,0.0412,abnormal
0.0067,-0.0105,-0.0075,0.066,abnormal
0.009,0.0007,-0.0075,0.0502,abnormal
0.0067,-0.006,-0.003,0.0165,abnormal
0.0045,-0.0053,-0.003,-0.039,abnormal
0.0007,0.015,-0.0075,-0.081,abnormal
-0.0015,0.0225,-0.0091,-0.099,abnormal
0.0015,0.039,-0.0083,-0.0315,abnormal
0.0052,0.0382,-0.006,0.0577,abnormal
0.0082,0.0262,-0.003,0.0787,abnormal
0.0082,0.018,-0.003,0.1192,abnormal
0.0015,0.009,-0.0046,0.1102,abnormal
-0.0091,0.0217,-0.015,0.102,abnormal
-0.0158,0.0232,-0.024,0.0052,abnormal
-0.012,-0.0015,-0.0188,-0.0893,abnormal
-0.0105,-0.0683,-0.0098,-0.024,abnormal
-0.0053,-0.0743,-0.003,-0.1628,abnormal
0,-0.0203,0,-0.2205,abnormal
0.0022,-0.0015,-0.0008,-0.0683,abnormal
0.0007,0.018,0.003,-0.039,abnormal
0.0007,0.0232,0.0037,0.0217,abnormal
0.0052,0.009,0.0007,0.0225,abnormal
0.0052,0.0127,0.0067,-0.0181,abnormal
0.0082,0.0045,0.0165,-0.0135,abnormal
0.012,0.0067,0.018,-0.0181,abnormal
0.012,0.009,0.0195,0.0255,abnormal
0.0142,0.0037,0.0217,0.0195,abnormal
0.0157,0.003,0.021,0.03,abnormal
0.0135,-0.0053,0.0165,0.0195,abnormal
0.0127,-0.0053,0.0127,-0.0038,abnormal
0.0135,-0.0015,0.0067,0.0105,abnormal
0.0127,0.0105,0.0007,-0.0023,abnormal
0.0127,0.018,-0.0008,0.0135,abnormal
0.0142,0.0142,-0.0015,0.012,abnormal
0.015,0.012,-0.003,0.018,abnormal
0.0105,0.0105,0.0022,0.0495,abnormal
0.0067,0.0112,0.003,0.0727,abnormal
0.0045,0.0037,-0.0015,0.0825,abnormal
0.0007,-0.0256,0,0.0307,abnormal
-0.0008,-0.0548,0.0075,-0.0721,abnormal
-0.0008,-0.0488,0.012,-0.1118,abnormal
0.003,-0.0293,0.0157,-0.0593,abnormal
0.0015,-0.0158,0.0165,-0.0038,abnormal
0.0007,0.0052,0.015,0.03,abnormal
-0.0008,0.0195,0.0127,0.0247,abnormal
-0.003,0.0247,0.0105,0.0202,abnormal
-0.0046,0.0172,0.0082,0.027,abnormal
-0.0046,0.0142,0.0052,0.0352,abnormal
-0.0053,0.0217,0.0015,0.042,abnormal
-0.0046,0.0127,0.0015,0.039,abnormal
-0.0015,-0.006,0.0022,0.0352,abnormal
0.0007,-0.0278,0,0.0202,abnormal
-0.0008,-0.03,0.0022,0.0195,abnormal
-0.003,-0.0233,0.0075,-0.0413,abnormal
-0.003,-0.0158,0.009,-0.1118,abnormal
0.0007,0.0015,0.0067,-0.0773,abnormal
0.003,0.0127,0.003,-0.0458,abnormal
0.0045,0.0195,-0.0008,-0.0135,abnormal
0.0045,0.0105,-0.0015,0.0232,abnormal
0.003,0.0067,0.0022,0.0082,abnormal
0.0052,0.0157,0.0045,0.009,abnormal
0.0045,0.0097,0.0015,0.0217,abnormal
0.0045,0.0037,0,0.0232,abnormal
0.0052,0.0007,0.0015,0.0232,abnormal
0.0082,0.0045,0.0015,0.0217,abnormal
0.0105,0.018,0.0007,0.0412,abnormal
0.0105,0.0277,0.0037,0.0517,abnormal
0.0127,0.0247,0.0022,0.0615,abnormal
0.0142,-0.0143,-0.0038,0.0592,abnormal
0.012,-0.0458,0.0007,-0.0338,abnormal
0.0082,-0.0278,0.0045,-0.0968,abnormal
0.0052,-0.015,0.0082,-0.0691,abnormal
0.0015,-0.0083,0.0105,-0.0998,abnormal
0.0007,0.0157,0.012,-0.0488,abnormal
0.0015,0.0187,0.012,0.036,abnormal
0.0015,0.0217,0.012,0.0232,abnormal
-0.0015,0.027,0.009,0.033,abnormal
-0.003,0.0187,0.0075,0.027,abnormal
-0.0053,0.0112,0.0052,0.0045,abnormal
-0.006,0.006,0.0037,-0.0495,abnormal
-0.003,-0.0008,-0.0015,-0.0368,abnormal
0.0022,-0.0218,-0.003,0.0427,abnormal
0.0075,-0.0165,0.003,0.0405,abnormal
0.0075,0.009,0.0075,0.0382,abnormal
0.006,0.0097,0.009,0.0292,abnormal
0.003,0.009,0.0082,-0.0181,abnormal
0.0007,-0.0008,0.0082,-0.0653,abnormal
0.0007,-0.0098,0.009,-0.0278,abnormal
0,0,0.009,0.0202,abnormal
0.0022,0.0082,0.0067,-0.0015,abnormal
0.0007,0.0105,0.0015,0.0022,abnormal
-0.0023,0.012,0.003,-0.012,abnormal
-0.003,0.012,-0.0015,-0.0218,abnormal
-0.0046,0.0045,-0.0053,-0.0173,abnormal
-0.0075,0.0007,-0.0046,-0.0075,abnormal
-0.0091,0,-0.0053,0.0067,abnormal
-0.0105,-0.003,-0.006,-0.0008,abnormal
-0.0105,-0.0023,-0.0091,0.006,abnormal
-0.0098,-0.0046,-0.0113,0.0022,abnormal
-0.0105,-0.0083,-0.0083,0.0015,abnormal
-0.0105,-0.0135,-0.0053,0.0015,abnormal
-0.012,-0.0165,-0.003,0.0045,abnormal
-0.012,-0.006,-0.0038,0.0255,abnormal
-0.0091,0.0045,-0.0038,0.0465,abnormal
-0.0105,0.0052,-0.0053,0.063,abnormal
-0.0105,0.0037,-0.0083,0.0577,abnormal
-0.0083,-0.0053,-0.0068,0.0172,abnormal
-0.0075,-0.0128,-0.0075,-0.0578,abnormal
-0.0083,-0.0053,-0.0075,-0.078,abnormal
-0.006,0.006,-0.003,-0.0293,abnormal
-0.0038,0.009,-0.0023,0.003,abnormal
-0.0008,0.009,-0.003,0.012,abnormal
0.0007,0.003,-0.006,0.0045,abnormal
0.0037,-0.0053,-0.0105,-0.0008,abnormal
0.0037,-0.0053,-0.0105,0.0045,abnormal
0.0007,0.0015,-0.0098,-0.0015,abnormal
-0.0015,0.0165,-0.0128,0,abnormal
-0.0046,0.0285,-0.0158,0.0292,abnormal
-0.003,0.021,-0.0165,0.0577,abnormal
-0.0015,0.0037,-0.0143,0.0705,abnormal
-0.003,-0.0278,-0.0098,0.0555,abnormal
-0.0023,-0.0495,-0.0098,-0.0293,abnormal
-0.0015,-0.0225,-0.0098,-0.0885,abnormal
0,0.0052,-0.012,-0.0158,abnormal
0.0015,0.0037,-0.0105,0.03,abnormal
0.0007,0.003,-0.0098,0.024,abnormal
0.003,0.012,-0.0083,0.012,abnormal
0.0067,0.012,0.0007,-0.0488,abnormal
0.009,-0.0008,0.0082,-0.0803,abnormal
0.012,-0.0068,0.0045,-0.0443,abnormal
0.0142,-0.015,-0.003,0.021,abnormal
0.012,-0.0046,0.0015,0.024,abnormal
0.0097,0.012,0.0082,0.0127,abnormal
0.009,0.0052,0.009,0.0225,abnormal
0.0082,0.0082,0.0105,-0.0091,abnormal
0.009,0.009,0.0112,-0.0233,abnormal
0.0082,0.0135,0.018,-0.0128,abnormal
0.006,0.018,0.0195,0.003,abnormal
0.0067,0.0142,0.018,0.0015,abnormal
0.0067,0.018,0.0217,0.0067,abnormal
0.006,0.0112,0.0232,0.0345,abnormal
0.0052,0,0.0217,0.0637,abnormal
0.0045,-0.0091,0.0165,0.0787,abnormal
0.0045,-0.0188,0.0067,0.0472,abnormal
0.0045,-0.0256,0.0022,-0.042,abnormal
0.0015,-0.0218,0.0082,-0.1283,abnormal
0.0015,-0.0105,0.0052,-0.0533,abnormal
0.0015,-0.0181,0.0045,-0.0008,abnormal
0,-0.0278,0.0007,-0.0608,abnormal
0.0015,-0.0165,-0.0083,-0.0233,abnormal
0.003,-0.0015,-0.0046,0.018,abnormal
-0.0008,0.006,-0.0008,0.0255,abnormal
